"77654","Paid","Paid","Richard Rosenbaum","","richard rosenbaum - Estimate","#26998 - Water Heater Install :Lowes Water Heaters","Water Heater Install :Lowes Water Heaters","richard rosenbaum - Estimate","1785","1785","1785","958","827","46","1785","0","936","849","Yes","","","","0","","","","0","Jul 21, 2026","","Aug 2, 2026","Tue Jul 21 2026 10:41:32 GMT-0700","Mon Jul 20 2026 12:55:11 GMT-0700","Tue Jul 21 2026 10:41:32 GMT-0700","2026","July 2026","Upon my arrival, I was greeted by customers, adult daughter and shown to the garage or water heater is to be replaced. Previous company had drain down most of the water heater and bypassed it with a loop using a nipple. Gas has been shut off to unit as well. I finished cleaning down water heater and shut down water service to the home to replace Ball valve and two supply lines. I installed a new Ball valve and two new supply lines, and drip pan. I sent new water heater into place and connect vent hood to vent piping, supply lines to water heater, assemble the sediment trap and installed it to the thermostat and connected the gas line, connected temperature and pressure relief line to temperature and pressure relief valve. I restored water service to the home and filled water heater to check for leaks and found no leaks at this time. I use a gas knife for two sniffer gas leaks, and found no gas leaks at this time","","","Lowes","0","0","0","0","688","270","688","270","Gina Neisius","Gina Neisius","","30","535.5","NaN","Mon Jul 27 2026 05:00:00 GMT-0700","Mon Jul 27 2026 05:00:00 GMT-0700","-","-","590 e mountain view rd, San Tan Valley, AZ 85143","San Tan Valley","AZ","85143","No","Lowes","","","41421654","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17584674","(480) 369-4556","jodi.rosenbaum@yahoo.com","","","Gina Neisius","IME","New Prospect","","ESTIMATE_APPOINTMENT | APPOINTMENT_SET","ESTIMATE_APPOINTMENT | APPOINTMENT_SET","Mon Jul 20 2026 09:48:44 GMT-0700","Resi,Lowes","Richard Rosenbaum","","Richard","Rosenbaum","","41421654","garage","","Lowes - Water Heaters","","","","","","","Completed","#962540
older couple- please give another call 15 minutes prior to arrival if possible. coming home from dialysis. 

Order #


Model Number #


Lowes Store Address:


Notes and Details (Addon bundles, other details):","Edward Lopez","Lowes","Upon my arrival, I was greeted by customers, adult daughter and shown to the garage or water heater is to be replaced. Previous company had drain down most of the water heater and bypassed it with a loop using a nipple. Gas has been shut off to unit as well. I finished cleaning down water heater and shut down water service to the home to replace Ball valve and two supply lines. I installed a new Ball valve and two new supply lines, and drip pan. I sent new water heater into place and connect vent hood to vent piping, supply lines to water heater, assemble the sediment trap and installed it to the thermostat and connected the gas line, connected temperature and pressure relief line to temperature and pressure relief valve. I restored water service to the home and filled water heater to check for leaks and found no leaks at this time. I use a gas knife for two sniffer gas leaks, and found no gas leaks at this time","In Warehouse,Lowes","Default Workflow"
"77653","Paid","Paid","Mark Larsen","","Mark Larsen - Estimate - Toilet :Lowes Simple Installs","#26982 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","Mark Larsen - Estimate - Toilet :Lowes Simple Installs","147.5","147.5","147.5","35.6","111.9","76","147.5","0","55","92.5","Yes","","","","0","","","","0","Jul 21, 2026","","Aug 20, 2026","Tue Jul 21 2026 10:39:33 GMT-0700","Tue Jul 21 2026 08:55:33 GMT-0700","Tue Jul 21 2026 10:39:33 GMT-0700","2026","July 2026","","","","Lowes,Add On","0","0","0","0","24.5","11.1","24.5","11.1","Ashley Reed","Erik Tange","","0","29","NaN","Tue Jul 21 2026 05:00:00 GMT-0700","Tue Jul 21 2026 05:00:00 GMT-0700","-","-","1202 W HAZELWOOD ST, PHOENIX, AZ 85013","PHOENIX","AZ","85013","No","Lowes:Simple Installs","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17521590","708-421-9203","mark.larsen1982@gmail.com","","","","IMS","","","PLUMB - ONLINE ONLY","PLUMB - ONLINE ONLY","Thu Jul 16 2026 08:00:09 GMT-0700","Phoenix,Resi","Mark Larsen","","Mark","Larsen","","413319415","","","Lowes - Simple Installs","","","","","","","Canceled","x2
KOHLER Battan The Complete Solution White Elongated Chair height 12-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet

Store:5809 WEST NORTHERN AVE.,
Glendale, AZ 85301
Order#300902197264147553

Trip fee:PR32445116","Erik Tange","Lowes","Exsisting angle stop is gate valve and has a slow leak when turned off. I suggested to customer they should have it replaced. Customer agreed to quote and invoice. Turned water off to house, removed old supply line, removed old toilet, cleaned area under old toilet. Exsisting toilet flange is cast iron and in VERY poor condition, and has multiple exsisting cracks, and broken pieces. I informed customer of the situation and customer will be waiting for a call from our residential division.

Removed old angle stop, cut 1/4"" off end of copper pipe, **installed new 1/4 turn angle stop and 16"" toilet supply line.** Turned water on to house, checked angle stop for leaks, no leaks.","Lowes,Pick up from Lowes","Default Workflow"
"77651","Paid","Paid","john kilass","","john kilass - Invoice - Toilet :Lowes Simple Installs","#26876 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","","50","50","50","5","45","90","50","0","0","50","Yes","","","","0","","","","0","Jul 21, 2026","","Aug 16, 2026","","","Tue Jul 21 2026 10:03:16 GMT-0700","2026","July 2026","","","","Lowes,Add On","0","0","0","0","0","5","0","5","Brenton Heward","Bryan Pickett","","0","18","NaN","Tue Jul 21 2026 05:00:00 GMT-0700","Tue Jul 21 2026 05:00:00 GMT-0700","-","-","308 Leisure World, Mesa, AZ 85206","Mesa","AZ","85206","No","Lowes:Simple Installs","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17465556","707-322-0291","john.kilass.85@gmail.com","","","","IMS","","","PLUMB - GENERAL (NO SOFTENERS)","PLUMB - GENERAL (NO SOFTENERS)","Fri Jul 10 2026 08:00:09 GMT-0700","","john kilass","","john","kilass","","412882356","","","Lowes - Simple Installs","","","","","","","Canceled","Simple installs -2- Project Source Pro-flush White Elongated Chair height 12-in Rough-In WaterSense 1.28 GPF 2-piece Toilet with XL Trapway/ pick up from lowes/ when you get to the guard give him the customers address

1440 SOUTH HIGLEY ROAD,
Mesa, AZ 85206
Store: #714
Phone: (480) 832-1666

Delivery Fee: PR32416719
Trip Charge: PR32440246","Bryan Pickett","Lowes","Master Bath: Disconnected water supply line, removed old toilet and old wax ring. Installed new waxring and new toilet. Reconnected water supply line and tested by filling tank and flushing through bowl several times while checking for leaks and moisture. No visible water, customer tested and customer satisfied.

Pickup/Delivery charge 
Toilet Install

Guest Bathroom: Toilet was not accepted by customer, states that he purchased an Tall model that was supposed to be 2 inches taller. Informed customer of return and rescheduling options. Returned toilet to lowes as seen in photos.","Lowes,Pick up from Lowes","Default Workflow"
"77650","Paid","Paid","Nicole Momjian","","Nicole Momjian - Invoice - Toilet :Lowes Simple Installs","#26079 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","","50","50","50","5","45","90","50","0","0","50","Yes","","","","0","","","","0","Jul 21, 2026","","Aug 5, 2026","","","Tue Jul 21 2026 10:02:27 GMT-0700","2026","July 2026","Trip Fee: PR32440054","","","Add On","0","0","0","0","0","5","0","5","Brenton Heward","","","0","0","NaN","Tue Jul 21 2026 05:00:00 GMT-0700","Tue Jul 21 2026 05:00:00 GMT-0700","-","-","3756 North Placita Vergel, Tucson, Arizona 85719","Tucson","Arizona","85719","No","Lowes:Simple Installs","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17326286","(480) 620-2582","studionicole1@aol.com","","","","IMS","","","","","Fri Jun 26 2026 11:42:36 GMT-0700","Lowes - Simple Installs","Nicole Momjian","","Nicole","Momjian","","411777513","","","Lowes - Simple Installs","","","","","","","New","Simple installs -2-American Standard Edgemere White Elongated Chair height 10-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet/ Pick up from lowe's/ She lives in Scottsdale but will be driving to tucson to meet you at the house / it is a gated community so need to call her to get in/ we will also be installing new shut off valves that we are suppling, Estimate is created and sent to customer 
Ordered#: 201638201261682330

4151 NORTH ORACLE ROAD,
Tucson, AZ 85705
Store: #1638
Phone: (520) 887-1003

7/21 Delivery Fee: PR32232719
7/21 Trip Fee: PR32440054

7/22: Delivery Fee: PR32459492","Mathew Hodges","Lowes","Came out to customers house to install Kohler toilets they were the wrong size. They were 12 inch on center. They have to be 10 inch on center going back to Lowe’s to drop off the new toilets that I picked up job has to be rescheduled. Customer has to pick up the right toilets. I did pull one of the toilets. Customer told me to leave it off and just put something down to cover the drain that is in my pictures as well.","Lowes,Pick up from Lowes","Default Workflow"
"77649","Paid","Paid","Nicole Momjian","","Nicole Momjian - Invoice - Toilet :Lowes Simple Installs","#26079 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","","35","35","35","4","31","89","35","0","0","35","Yes","","","","0","","","","0","Jul 21, 2026","","Aug 5, 2026","","","Tue Jul 21 2026 10:02:03 GMT-0700","2026","July 2026","","","","Add On","0","0","0","0","0","4","0","4","Brenton Heward","","","0","0","NaN","Tue Jun 30 2026 05:00:00 GMT-0700","Tue Jun 30 2026 05:00:00 GMT-0700","-","-","3756 North Placita Vergel, Tucson, Arizona 85719","Tucson","Arizona","85719","No","Lowes:Simple Installs","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17326286","(480) 620-2582","studionicole1@aol.com","","","","IMS","","","","","Fri Jun 26 2026 11:42:36 GMT-0700","Lowes - Simple Installs","Nicole Momjian","","Nicole","Momjian","","411777513","","","Lowes - Simple Installs","","","","","","","New","Simple installs -2-American Standard Edgemere White Elongated Chair height 10-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet/ Pick up from lowe's/ She lives in Scottsdale but will be driving to tucson to meet you at the house / it is a gated community so need to call her to get in/ we will also be installing new shut off valves that we are suppling, Estimate is created and sent to customer 
Ordered#: 201638201261682330

4151 NORTH ORACLE ROAD,
Tucson, AZ 85705
Store: #1638
Phone: (520) 887-1003

7/21 Delivery Fee: PR32232719
7/21 Trip Fee: PR32440054

7/22: Delivery Fee: PR32459492","Mathew Hodges","Lowes","Came out to customers house to install Kohler toilets they were the wrong size. They were 12 inch on center. They have to be 10 inch on center going back to Lowe’s to drop off the new toilets that I picked up job has to be rescheduled. Customer has to pick up the right toilets. I did pull one of the toilets. Customer told me to leave it off and just put something down to cover the drain that is in my pictures as well.","Lowes,Pick up from Lowes","Default Workflow"
"77646","Sent","Sent","ATI Restoration","","Job #2600216460 - Water Heater Replacement","#26782 - Job for ATI Restoration","Job for ATI Restoration","ATI Restoration - Estimate - Job for ATI Restoration","2505","2505","2505","893.6","1611.4","64","0","2505","1350","1155","No","","","","0","","","","0","Jul 21, 2026","Thu Jul 23 2026 10:16:48 GMT-0700","Aug 20, 2026","","Thu Jul 23 2026 10:13:58 GMT-0700","Tue Jul 21 2026 09:53:07 GMT-0700","2026","July 2026","","","","","0","0","0","0","800","93.6","800","93.6","Hunter Howell","Hunter Howell","","30","483.42","NaN","","","-","-","22815 North 120th Lane, Sun City, Arizona 85373","Sun City","Arizona","85373","No","AZ Service","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","15944328","","phxinvoices@atirestoration.com","","","Chris Marrs","Referral","","","","","Tue Apr 21 2026 09:12:25 GMT-0700","Commercial,VIP","ATI Restoration","ATI Restoration","","","","001-099543","","","PHX - Plumbing","","","","","","","Completed","Need to install a water heater at a residential","Hunter Howell","MFH - Plumbing","Includes:
Turned water off to the system.
Drained the system.
Removed the existing angle stops and capped the water lines.
Replaced the water heater.
Restored water service.
Leak tested all connections.
Cleaned up the work area.
Excludes:
Work beyond listed scope.
Water damage.
Modifications to existing plumbing beyond the point of connection.","Resi","Default Workflow"
"77642","Paid","Paid","Guillermo Juarez","","Guillermo Juarez - Invoice - Toilet :Lowes Simple Installs","#26784 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","","348","348","348","34","314","90","348","0","0","348","Yes","","","","0","","","","0","Jul 20, 2026","","Aug 20, 2026","","","Tue Jul 21 2026 09:09:14 GMT-0700","2026","July 2026","","","","Lowes","0","0","0","0","0","34","0","34","Ashley Reed","Dave Barber Show Low (Contactor)","","0","348","NaN","Wed Jul 22 2026 05:00:00 GMT-0700","Wed Jul 22 2026 05:00:00 GMT-0700","-","-","6901 Mercury Dr, Lakeside, AZ 85929","Lakeside","AZ","85929","No","Lowes:Simple Installs","","","","","","","","","","","","17465598","480-710-8468","gmjuarez46@gmail.com","null","","","IMS","","","PLUMB - GENERAL (NO SOFTENERS)","PLUMB - GENERAL (NO SOFTENERS)","Fri Jul 10 2026 08:04:32 GMT-0700","","Guillermo Juarez","","Guillermo","Juarez","","411884245","","","Lowes - Simple Installs","","","","","","","Completed","Simple installs -2
KOHLER Elliston White Elongated Chair height 12-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet
KOHLER Elliston White Elongated Tall height 12-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet

Lowe's of Show Low
5800 S WHITE MOUNTAIN ROAD,
Show Low, AZ 85901
Store: #2833
Phone: (928) 532-2620

Delivery fee: PR32390706","Dave Barber Show Low (Contactor)","Lowes","","Lowes,Pick up from Lowes","Default Workflow"
"77626","Paid","Paid","Lynn Miller","","Lynn Miller - Estimate","#26968 - Water Heater Install :Lowes Water Heaters","Water Heater Install :Lowes Water Heaters","Lynn Miller - Estimate","1989.7","1989.7","1989.7","1138","851.7","43","1989.7","0","1153","836.7","Yes","","","","0","","","","0","Jul 21, 2026","","Aug 20, 2026","Tue Jul 21 2026 08:00:22 GMT-0700","Mon Jul 20 2026 09:07:28 GMT-0700","Tue Jul 21 2026 08:00:22 GMT-0700","2026","July 2026","Came out to customers house to install 40 gallon propane, gas water heater ran into a little issues old water heater did not want to drain right got the old water heater down and installed new water heater then I had the new supply line gasket was leaking. Had to replace the gasket. that’s why it took a little bit longer than usual got everything hooked up made sure there was no leaks. After replacing the gasket tested everything. There is no leaks at this time turned gas onto the water heater filled up the water heater. Turn gas on water heater is now heating up. Customer is satisfied with the work.","","","Needs Permit,Lowes","0","0","0","0","868","270","868","270","Gina Neisius","Gina Neisius","","30","596.91","NaN","Mon Jul 27 2026 05:00:00 GMT-0700","Mon Jul 27 2026 05:00:00 GMT-0700","-","-","5071 n silverbell rd, Tucson, AZ 85745","Tucson","AZ","85745","No","Lowes","","","41420342","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17582446","(520) 808-5522","lmiller520@comcast.net","","","Gina Neisius","IME","New Prospect","","ESTIMATE_APPOINTMENT | APPOINTMENT_SET","ESTIMATE_APPOINTMENT | APPOINTMENT_SET","Mon Jul 20 2026 07:34:41 GMT-0700","","Lynn Miller","","Lynn","Miller","","41420342","single car garage","","Lowes - Water Heaters","","","","","","","Completed","#1325041
didn't have photos since he is not home. Current unit is 56.5 inches tall in the single car garage. 

Order #300902201264480938

Model Number # #G6-T4036PVR

Lowes Store Address: 4075 WEST INA ROAD, Tucson, AZ, 85741


Notes and Details (Addon bundles, other details):","Mathew Hodges","Lowes","Came out to customers house to install 40 gallon propane, gas water heater ran into a little issues old water heater did not want to drain right got the old water heater down and installed new water heater then I had the new supply line gasket was leaking. Had to replace the gasket. that’s why it took a little bit longer than usual got everything hooked up made sure there was no leaks. After replacing the gasket tested everything. There is no leaks at this time turned gas onto the water heater filled up the water heater. Turn gas on water heater is now heating up. Customer is satisfied with the work.","Pick up from Lowes,Lowes","Default Workflow"
"77610","Sent","Sent","Colter Park","Harbor Group Management Co., LLC","Unit 295 - Fan Coil Leak Repair","#27021 - Fan Coil Leak","Fan Coil Leak","Colter Park - Estimate - Fan Coil Leak","345","345","345","56","289","84","0","345","45","300","No","","","","0","","","","0","Jul 20, 2026","Wed Jul 22 2026 13:48:47 GMT-0700","Aug 19, 2026","","Wed Jul 22 2026 13:47:04 GMT-0700","Mon Jul 20 2026 18:57:58 GMT-0700","2026","July 2026","","","","RealPage","0","0","0","0","20","36","20","36","Hunter Howell","Hunter Howell","","30","86.7","NaN","","","-","-","909 West Colter Street, Phoenix, Arizona 85013","Phoenix","Arizona","85013","No","AZ Service:MFH","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","15508690","(480) 640-7388","fswanson@harborgroupmanagement.com","","","Logen Uknavage","","","","","","Mon Mar 30 2026 09:43:16 GMT-0700","Harbor","Colter Park","Colter Park","Feljie","Swanson","","85833834","","","MFH - Plumbing","","","","","","","Completed","Fan coil i s leaking","Hunter Howell","MFH - Plumbing","Findings
Found the fan coil leaking.
Includes
Opened the ceiling register to access the fan coil.
Insulated the condensating pipes.
Leak tested the system.
Cleaned up the work area.
Excludes
Work beyond the listed scope.
Water damage.
Drywall, texture, and paint repairs","","Default Workflow"
"77606","Sent","Sent","Colter Park","Harbor Group Management Co., LLC","Unit 232 - Fan Coil Condensate Line Clearing","#27022 - Fan Coil Leak","Fan Coil Leak","Unit 232 - Fan Coil Condensate Line Clearing","270","270","270","33","237","88","0","270","-5","275","No","","","","0","","","","0","Jul 20, 2026","Wed Jul 22 2026 13:52:28 GMT-0700","Aug 19, 2026","","","Mon Jul 20 2026 18:16:32 GMT-0700","2026","July 2026","","","","RealPage","0","0","0","0","0","33","0","33","Hunter Howell","Hunter Howell","","30","71.1","NaN","","","-","-","909 West Colter Street, Phoenix, Arizona 85013","Phoenix","Arizona","85013","No","AZ Service:MFH","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","15508690","(480) 640-7388","fswanson@harborgroupmanagement.com","","","Logen Uknavage","","","","","","Mon Mar 30 2026 09:43:16 GMT-0700","Harbor","Colter Park","Colter Park","Feljie","Swanson","","85835838","","","MFH - Plumbing","","","","","","","Completed","Fan coil leaking
POC Anthony: 602-880-8228","Hunter Howell","MFH - Plumbing","Findings
Found the condensate drain line backed up with debris, restricting proper drainage.
Includes
Opened the condensate drain line
Vacuumed debris from the drain line
Drain tested to verify proper flow
Leak tested
Cleaned up
Excludes
Work beyond listed scope
Water damage
Repairs to the condensate drain line","","Default Workflow"
"77601","Sent","Sent","Heritage district","AIR Communities","Unit 1113 - Capacitor Replacement and Condenser Coil Cleaning","#26977 - No Cool :HVAC","No Cool :HVAC","","323","323","323","56.2","266.8","83","0","323","63","260","No","","","","0","","","","0","Jul 20, 2026","Wed Jul 22 2026 11:59:42 GMT-0700","Aug 19, 2026","","","Mon Jul 20 2026 17:40:15 GMT-0700","2026","July 2026","","","","","0","0","0","0","25","31.2","25","31.2","Chuy Torres","Chuy Torres","","32","0","NaN","","","-","-","275 West Juniper Avenue, Gilbert, Arizona 85233","Gilbert","Arizona","85233","No","MFH:MFH - HVAC","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","16169568","(480) 217-6717","susan.kucherer@aircommunities.com","","","Logen Uknavage","Referral","","","","","Thu Apr 30 2026 16:10:28 GMT-0700","Coupa","Heritage district","Heritage district","","","","1406088","","","MFH - HVAC","","Mike","","","","","Completed","Unit 1113
Per Mike unit not cooling
POC Mike","Jacob Martinez, Chuy Torres","MFH - HVAC","---

## **Field Service Report: Capacitor Replacement & Condenser Cleaning**

**Date:** July 20, 2026  
**Unit:** 1113  
**Status:** Arrived on-site, diagnosed a bad run capacitor causing the compressor to stall, replaced the component, and cleaned a dirty condenser coil to resolve high operating temperatures.

### **Diagnostic Findings**
* **Initial Assessment:** Responded to a no-cooling call and evaluated the outdoor HVAC equipment.
* **Component Failure:** Found the **compressor was not coming on**. Tested the electrical components and found a completely dead/failed **40/5 mfd dual run capacitor**.

### **Repairs Performed**
* **Component Replacement:** Supplied and installed a brand-new **40/5 mfd run capacitor** to restore voltage to the compressor and fan motor. 
* **System Evaluation & Maintenance:** Hooked up the gauges to check the refrigerant cycle. Noticed the **high side temperature was running excessively hot at over 120°F**, indicating poor heat rejection.
* **Coil Cleaning:** Performed a thorough cleaning of the **condenser coil** to remove the dirt and restriction. 

### **Final Status**
* **Verification:** After cleaning the coil, the head pressures successfully regulated and dropped back down to normal operating levels. Checked the indoor performance and verified a perfect **20-degree air split** (temperature drop) across the evaporator.
* **Outcome:** **Restored operation; the system is working properly at this time.**

---

**Status: Component Replaced & Maintenance Performed — Ticket Closed**

---","","Default Workflow"
"77588","Paid","Paid","Sue Clark","","Sue Clark - Invoice - Toilet :Lowes Simple Installs","#26939 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","","174","174","174","17","157","90","174","0","0","174","Yes","","","","0","","","","0","Jul 20, 2026","","Aug 4, 2026","","","Mon Jul 20 2026 16:16:27 GMT-0700","2026","July 2026","","","","Lowes","0","0","0","0","0","17","0","17","Ashley Reed","Erik Tange","","0","61","NaN","Wed Jul 22 2026 05:00:00 GMT-0700","Wed Jul 22 2026 05:00:00 GMT-0700","-","-","1705 West Cortez Circle, Chandler, Arizona 85224","Chandler","Arizona","85224","No","Lowes:Simple Installs","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17544731","(480) 203-5622","smithclark3@msn.com","","","","IMS","","","","","Fri Jul 17 2026 16:04:47 GMT-0700","Lowes - Simple Installs","Sue Clark","","Sue","Clark","","413432113","","","Lowes - Simple Installs","","","","","","","Completed","simple installs -1- KOHLER Elliston White Elongated Tall height 12-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet/ onsite, the toilet is in there car","Erik Tange","Lowes","Exsisting angle stop is 1/4 turn and works as it should. Removed old supply line, removed old toilet, cleaned area under old toilet, exsisting toilet flange is in good working condition. Installed new included wax ring, installed toilet bowl, installed toilet tank. **Installed new 16"" toilet supply line.** Checked for leaks, no leaks. Toilet flushes and functions as necessary. Sealed to floor with white silicone caulking. Installed new included toilet seat.","Lowes,onsite","Default Workflow"
"77587","Invoiced","Invoiced","Westmount at Urban Trails","BH Management Services LLC","Unit 013 - Thermostat, Transformer, and Relay Replacement","#26980 - No Cool :HVAC","No Cool :HVAC","","909","909","909","253.8","655.2","72","0","909","219","690","No","","","","0","","","","0","Jul 20, 2026","","Aug 20, 2026","","","Mon Jul 20 2026 16:14:30 GMT-0700","2026","July 2026","","","","","0","0","0","0","125","128.8","125","128.8","Chuy Torres","","","32","209.66","NaN","","","-","-","1620 West Southern Avenue, Mesa, Arizona 85202","Mesa","Arizona","85202","No","MFH:MFH - HVAC","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","6991839","(505) 770-4644","lyndsay.robinson@livebh.com","","","Logen Uknavage","","New Prospect","","Greystar","","Mon Jun 03 2024 15:06:37 GMT-0700","VendorCafe,BH Mgmt,MFH","Westmount at Urban Trails","Westmount at Urban Trails","Lyndsay","Robinson","","","","","MFH - HVAC","","Lyndsay","","","","","Completed","Unit 013
No cool - possible t-stat issue
POC Lyndsay","Chuy Torres, Jacob Martinez","MFH - HVAC","Service Completed — Unit 13:
Investigated a total loss of power to the thermostat on Unit 13. Found both the system transformer and control relay burned out and non-functional. Replaced the transformer, relay, and thermostat. Restored system power and verified that the unit is actively blowing cold air and cycling as intended.","","Default Workflow"
"77585","Invoiced","Invoiced","David Herzog","Old Republic Home Protection","David Herzog - Estimate - Pool Equipment Repair","#26555 - Pool Equipment Repair","Pool Equipment Repair","David Herzog - Estimate - Pool Equipment Repair","3340","3340","3340","2040.8","1299.2","39","0","3340","3000","340","No","","","","0","","","","0","Jul 24, 2026","","Jul 20, 2026","Mon Jul 20 2026 15:59:22 GMT-0700","Thu Jul 16 2026 19:11:56 GMT-0700","Mon Jul 20 2026 15:59:22 GMT-0700","2026","July 2026","Autho #FTX 098 AUTHORIZATION TOTAL $1,965.55","","","","0","0","0","0","2000","40.8","2000","40.8","Jasper Castaneda","Jasper Castaneda","","30","389.76","NaN","","","-","-","9725 North Fireridge Trail, Fountain Hills, Arizona 85268","Fountain Hills","Arizona","85268","No","AZ Service:Pools","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17463026","928-451-1412","daveherzog@icloud.com","","","","","","","","","Thu Jul 09 2026 14:11:48 GMT-0700","Resi","David Herzog","","David","Herzog","","7500-8803","","","Pool Repair","","ORHP/ DAVID HERZOG","","","","","Pending Site Visits","Symptoms: Leaking air/ pump not priming","Jasper Castaneda","Pools","","Resi","Default Workflow"
"77584","Paid","Paid","Sue Clark","","Sue Clark - Estimate - Toilet :Lowes Simple Installs","#26939 - Toilet :Lowes Simple Installs","Toilet :Lowes Simple Installs","Sue Clark - Estimate - Toilet :Lowes Simple Installs","25","25","25","7.5","17.5","70","25","0","25","0","Yes","","","","0","","","","0","Jul 20, 2026","","Aug 19, 2026","Mon Jul 20 2026 15:51:53 GMT-0700","Mon Jul 20 2026 15:47:01 GMT-0700","Mon Jul 20 2026 15:51:53 GMT-0700","2026","July 2026","","","","Add On,Lowes","0","0","0","0","7.5","0","7.5","0","Ashley Reed","Erik Tange","","0","4","NaN","Mon Jul 20 2026 05:00:00 GMT-0700","Mon Jul 20 2026 05:00:00 GMT-0700","-","-","1705 West Cortez Circle, Chandler, Arizona 85224","Chandler","Arizona","85224","No","Lowes:Simple Installs","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","17544731","(480) 203-5622","smithclark3@msn.com","","","","IMS","","","","","Fri Jul 17 2026 16:04:47 GMT-0700","Lowes - Simple Installs","Sue Clark","","Sue","Clark","","413432113","","","Lowes - Simple Installs","","","","","","","Completed","simple installs -1- KOHLER Elliston White Elongated Tall height 12-in Rough-In WaterSense 1.28 GPF Soft Close 2-piece Toilet/ onsite, the toilet is in there car","Erik Tange","Lowes","Exsisting angle stop is 1/4 turn and works as it should. Removed old supply line, removed old toilet, cleaned area under old toilet, exsisting toilet flange is in good working condition. Installed new included wax ring, installed toilet bowl, installed toilet tank. **Installed new 16"" toilet supply line.** Checked for leaks, no leaks. Toilet flushes and functions as necessary. Sealed to floor with white silicone caulking. Installed new included toilet seat.","Lowes,onsite","Default Workflow"
"77578","Paid","Paid","Parq on 50th Apartments","BH Management Services LLC","Parq on 50th Apartments - Estimate - No Cool :HVAC","#26565 - No Cool :HVAC","No Cool :HVAC","Parq on 50th Apartments - Estimate - No Cool :HVAC","1999","1999","1999","1339.86","659.1400000000001","33","1999","0","1350","649","Yes","","","","0","","","","0","Jul 20, 2026","","Aug 19, 2026","Mon Jul 20 2026 15:27:29 GMT-0700","Tue Jul 14 2026 15:45:23 GMT-0700","Mon Jul 20 2026 15:27:29 GMT-0700","2026","July 2026","","","","VendorCafe","0","0","0","0","900","128.8","900","128.8","Jarren Heward","","","30","0","NaN","Wed Jul 22 2026 05:00:00 GMT-0700","Wed Jul 22 2026 05:00:00 GMT-0700","-","-","5008 East Thomas Road, Phoenix, Arizona 85018","Phoenix","Arizona","85018","No","MFH:MFH - HVAC","","","","","Lowe's","Free","","Residential","Tier 1 - 8%","","","10287520","602-354-5936","lydia.flores@livebh.com","602-218-2197 cell","","Logen Uknavage","","","","","","Thu Apr 24 2025 15:03:17 GMT-0700","BH Mgmt,MFH,Commercial","Parq on 50th Apartments","Parq on 50th Apartments","Lydia","Flores","","4763191","","","MFH - HVAC","","Edwin","","","","","Completed","Unit 1104
No cool- temp not dropping during peak hours
POC Edwin","Chuy Torres, Riley Torres","MFH - HVAC","---

## **Field Service Report: Compressor Failure & Replacement Estimate**

**Date:** July 10, 2026  
**Unit:** 1104  
**Status:** Arrived on-site, diagnosed a catastrophic mechanical failure within the compressor, and initiated a replacement quote per the property's request.

### **Diagnostic Findings**
* **Initial Assessment:** Responded to a no-cooling call and evaluated the HVAC equipment.
* **Component Failure:** Inspected the compressor and found it is permanently **stuck in internal bypass**. The internal pressure relief valve (IPRV) has opened and failed to reset, meaning the compressor is running electrically but is no longer pumping refrigerant.

### **Recommendations & Next Steps**
* **Estimate Requested:** Due to the fatal mechanical failure, the compressor must be replaced. The property management has explicitly requested a bid for a compressor replacement only.
* **Equipment Specs:** The current system utilizes **R-410A refrigerant**. I am submitting these findings and equipment details to the office to generate a formal compressor replacement proposal.

---

**Status: Compressor Condemned — Pending Replacement Quote (R-410A)**

---","","Default Workflow"
